chunk_id,speech_id,leader,language,speech_date,speech_type,source,chunk_index,n_chunks_in_speech,relative_position,chunk_text,token_count,word_count,paragraph_indices,is_short
macron2025_c012,macron2025,macron,fr,2025-12-31,new_year_address,,12,17,0.75,"Notre indépendance exige que nous continuions d'investir dans nos armées, dans nos forces de sécurité, dans nos services publics et notre économie malgré les difficultés financières. Depuis 10 ans, j'ai beaucoup plaidé et nous avons beaucoup fait pour renforcer en Européens cette indépendance et il nous faut accélérer. L'Europe de la défense a longtemps été un débat, elle a commencé de se faire et en 2026, cela accélérera. Dès le 6 janvier prochain, à Paris, de nombreux États européens et alliés prendront des engagements concrets pour protéger l'Ukraine et assurer une paix juste et durable sur notre continent européen.",169,99,13,False
macron2025_c013,macron2025,macron,fr,2025-12-31,new_year_address,,13,17,0.812,"Protégeons aussi notre Europe industrielle et agricole, en instaurant des règles de commerce loyales, justes vis-à-vis du reste du monde. Osons être une vraie puissance qui assume une préférence européenne pour ses emplois, ses entreprises. Bâtissons une Europe indépendante dans l'industrie spatiale, le quantique ou l'intelligence artificielle. Il en va de notre prospérité en France comme en Europe.",107,58,13,False
macron2025_c014,macron2025,macron,fr,2025-12-31,new_year_address,,14,17,0.875,"Mon dernier vœu est un vœu d'espérance, espérance pour nous-mêmes et pour nos enfants.

Ne renonçons pas. Ne renonçons pas au progrès, encore possible à condition de le bâtir, de travailler dur, d'investir dans la durée et de reconnaître que les avancées véritables ne se font pas en un jour, mais qu'elles prennent parfois le temps d'une génération.",105,58,14;15,False
macron2025_c015,macron2025,macron,fr,2025-12-31,new_year_address,,15,17,0.938,"Ne renonçons pas à réconcilier climat, biodiversité, croissance et indépendance. Ne renonçons pas aux grandes découvertes scientifiques, à l'amour de la science et de la recherche, aux succès économiques.

Ne renonçons pas à la place de la lecture, du beau, de la culture. Ne renonçons pas chaque jour à être une nation plus solidaire, plus fraternelle. Oui, au fond, je nous souhaite de résister à l'air du temps, tout simplement, car nous sommes français. Nous devons tenir bon sur ce que nous chérissons, l'humain, la paix, la liberté. Nous y arriverons. Alors, regardons devant et regardons loin, comme citoyens et comme nation.",179,102,16;17,False
macron2025_c016,macron2025,macron,fr,2025-12-31,new_year_address,,16,17,1.0,"Mes chers compatriotes de France hexagonale, de nos Outre-mer et vivants à l'étranger, je vous souhaite une très belle, une très heureuse année 2026.

Vive la République ! Vive la France !",57,32,18;19,True
merkel1_c000,merkel1,merkel,de,2016-12-31,new_year_address,,0,12,0.0,"Liebe Mitbürgerinnen und Mitbürger,

2016 war ein Jahr schwerer Prüfungen. Darüber möchte ich heute Abend zu Ihnen sprechen - aber auch darüber, warum ich trotz allem für Deutschland zuversichtlich bin und warum ich so sehr von den Stärken unseres Landes und seiner Menschen überzeugt bin.

Die schwerste Prüfung ist ohne Zweifel der islamistische Terrorismus, der auch uns Deutsche seit vielen Jahren im Visier hat. 2016 griff er uns mitten in unserem Land an: in Würzburg, in Ansbach und vor wenigen Tagen erst am Weihnachtsmarkt hier an der Gedächtniskirche in Berlin.",156,90,0;1;2,False
merkel1_c001,merkel1,merkel,de,2016-12-31,new_year_address,,1,12,0.091,"Und – ja – es ist besonders bitter und widerwärtig, wenn Terroranschläge von Menschen begangen werden, die in unserem Land angeblich Schutz suchen. Die genau deshalb die Hilfsbereitschaft unseres Landes erlebt haben und diese nun mit ihren Taten verhöhnen. Wie sie auch diejenigen verhöhnen, die tatsächlich unseren Schutz brauchen und verdienen.",87,51,3,False
merkel1_c002,merkel1,merkel,de,2016-12-31,new_year_address,,2,12,0.182,"Was also ist dann mit der Zuversicht, von der ich zu Beginn sprach?

Zuversicht inmitten der tiefen Trauer um die Toten und Verletzten?

Ich meine, wir konnten sie hier in Berlin und in vielen anderen deutschen Städten gerade in diesen schweren Tagen spüren: in dem Trost, den wir spenden oder bekommen können.",84,52,4;5;6,False
merkel1_c003,merkel1,merkel,de,2016-12-31,new_year_address,,3,12,0.273,"Und in einer festen Entschlossenheit, der Welt des Hasses der Terroristen unsere Mitmenschlichkeit und unseren Zusammenhalt entgegenzusetzen.

Indem wir unserem Leben und unserer Arbeit nachgehen, sagen wir den Terroristen: Sie sind Mörder voller Hass, aber wie wir leben und leben wollen, das bestimmen nicht Sie. Wir sind frei, mitmenschlich, offen.",87,50,7;8,False
merkel1_c004,merkel1,merkel,de,2016-12-31,new_year_address,,4,12,0.364,"Auch indem wir zum Beispiel mit den Bildern des zerbombten Aleppo in Syrien vor Augen noch einmal sagen dürfen, wie wichtig und richtig es war, dass unser Land auch im zurückliegenden Jahr denjenigen, die tatsächlich unseren Schutz brauchen, geholfen hat, hier bei uns Tritt zu fassen und sich zu integrieren.

Das alles – es spiegelt sich wider in unserer Demokratie, in unserem Rechtsstaat, in unseren Werten.",103,66,9;10,False
merkel1_c005,merkel1,merkel,de,2016-12-31,new_year_address,,5,12,0.455,"Sie sind der Gegenentwurf zur hasserfüllten Welt des Terrorismus, und sie werden stärker sein als der Terrorismus. Wir gemeinsam sind stärker. Unser Staat ist stärker.

Unser Staat tut alles, um seinen Bürgern Sicherheit in Freiheit zu gewährleisten.

Diese Arbeit ist nie beendet, und gerade in diesem Jahr haben wir den Sicherheitsbehörden viel neue Unterstützung gegeben. 2017 werden wir als Bundesregierung dort, wo politische oder gesetzliche Veränderungen nötig sind, schnellstens die notwendigen Maßnahmen in die Wege leiten und umsetzen.",148,78,11;12;13,False
merkel1_c006,merkel1,merkel,de,2016-12-31,new_year_address,,6,12,0.545,"Viele verbinden mit diesem Jahr 2016 auch das Gefühl, die Welt insgesamt sei aus den Fugen geraten oder das, was lange Zeit als Errungenschaft galt, sei jetzt in Frage gestellt. Die Europäische Union zum Beispiel. Oder gleich die parlamentarische Demokratie, die sich angeblich nicht um die Interessen der Bürger kümmere, sondern nur dem Nutzen einiger weniger diene.",97,57,14,False
merkel1_c007,merkel1,merkel,de,2016-12-31,new_year_address,,7,12,0.636,"Was für Zerrbilder.

Ja, Europa ist langsam. Es ist mühsam. Es hat tiefe Einschnitte wie den Austritt eines Mitgliedsstaats hinzunehmen. Und – ja – Europa sollte sich auf das konzentrieren, was es wirklich besser kann als der nationale Staat.

Aber nein – wir Deutschen sollten uns niemals vorgaukeln lassen, eine glückliche Zukunft könnte je im nationalen Alleingang liegen.",104,58,15;16;17,False
merkel1_c008,merkel1,merkel,de,2016-12-31,new_year_address,,8,12,0.727,"Wo Europa – wie im globalen Wettbewerb, beim Schutz unserer Außengrenzen oder bei der Migration – als Ganzes herausgefordert wird, muss es auch als Ganzes die Antwort finden – egal wie mühsam und zäh das ist. Und wir Deutschen haben jedes Interesse daran, eine führende Rolle dabei zu spielen.

Ein Zerrbild ist es auch, das manche von unserer parlamentarischen Demokratie zeichnen. Doch sie ist stark. Sie ermöglicht Mitwirkung und Mitsprache. Sie akzeptiert, nein, sie fordert Widerspruch und Kritik. Kritik, die friedlich und im Respekt vor dem einzelnen Menschen daherkommt, die Lösungen und Kompromisse sucht und nicht ganze Gruppen ausgrenzt.",180,99,18;19,False
merkel1_c009,merkel1,merkel,de,2016-12-31,new_year_address,,9,12,0.818,"2017 ist auch das Jahr der nächsten Bundestagswahl. Ich werde mich für eine politische Auseinandersetzung einsetzen, bei der wir über vieles leidenschaftlich streiten werden, aber stets wie Demokraten, die nie vergessen, dass es eine Ehre ist, unserer Demokratie und damit den Menschen zu dienen.

Zu dem, was mir Mut für unser Deutschland macht, gehört auch unsere soziale Marktwirtschaft. Sie lässt uns Krisen und Veränderungsprozesse besser meistern als jedes andere Wirtschaftssystem auf der Welt.",129,73,20;21,False
merkel1_c010,merkel1,merkel,de,2016-12-31,new_year_address,,10,12,0.909,"Noch nie hatten so viele Menschen Arbeit wie heute. Unsere Unternehmen stehen überwiegend gut da. Unser wirtschaftlicher Erfolg gibt uns die Möglichkeit, unser Sozialsystem zu stärken und all denen zu helfen, die Hilfe brauchen. Ab morgen treten zum Beispiel wichtige Verbesserungen in der Pflege in Kraft.

Mut machen mir auch der Enthusiasmus und Erfindungsgeist, mit dem in deutschen Unternehmen und an unseren Hochschulen für die Zukunft geforscht und entwickelt wird. Ob neue Energien oder die Digitalisierung – wir haben auf allen Gebieten die Chance, nicht Getriebene zu sein, sondern zu denen zu gehören, die die neuen Wege entdecken und bestimmen.",154,100,22;23,False
merkel1_c011,merkel1,merkel,de,2016-12-31,new_year_address,,11,12,1.0,"Dafür braucht es einen offenen Blick auf die Welt und Selbstvertrauen – in uns und unser Land.

Zusammenhalt, Offenheit, unsere Demokratie und eine starke Wirtschaft, die dem Wohl aller dient: Das ist es, was mich für unsere Zukunft hier in Deutschland auch am Ende eines schweren Jahres zuversichtlich sein lässt.

Keiner dieser Werte ist uns einfach so gegeben. Für jeden werden wir auch 2017 arbeiten müssen, alle gemeinsam, jeder nach seinen Möglichkeiten – und diese Arbeit wird sich lohnen.

Ich wünsche Ihnen und Ihren Familien von Herzen ein frohes neues Jahr, Glück, Gesundheit und Gottes Segen.",154,96,24;25;26;27,False
merkel2_c000,merkel2,merkel,de,2017-12-31,new_year_address,,0,11,0.0,"Liebe Mitbürgerinnen und Mitbürger,

ich grüße Sie herzlich. Ich freue mich über die Gelegenheit, Ihnen auch an diesem Silvestertag einige Gedanken zu sagen, die mich an der Schwelle zum neuen Jahr bewegen.

Aus zahlreichen Gesprächen und Begegnungen in diesem Jahr weiß ich, dass sich viele von Ihnen Sorgen über den Zusammenhalt in Deutschland machen. Schon lange gab es darüber nicht mehr so unterschiedliche Meinungen. Manche sprechen gar von einem Riss, der durch unsere Gesellschaft geht.",120,75,0;1;2,False
merkel2_c001,merkel2,merkel,de,2017-12-31,new_year_address,,1,11,0.1,"Die einen sagen: Deutschland ist ein wunderbares Land, in dem die Werte unseres Grundgesetzes gelebt werden. Ein Land, das stark und wirtschaftlich erfolgreich ist. In dem noch nie so viele Menschen Arbeit hatten wie heute. Ein Land mit einer weltoffenen und vielfältigen Gesellschaft, mit einem starken Zusammenhalt, in dem sich tagtäglich Millionen Menschen ehrenamtlich für andere engagieren, zum Beispiel im Sport, für Kranke und Schwache oder auch in der Flüchtlingshilfe.",118,70,3,False
merkel2_c002,merkel2,merkel,de,2017-12-31,new_year_address,,2,11,0.2,"Die anderen sagen: Es gibt zu viele Menschen, die an diesem Erfolg nicht teilhaben. Die nicht mit dem Tempo unserer Zeit mitkommen. Die sehen, dass es ihre Kinder in die Großstädte zieht und sie allein bleiben, in Gebieten, in denen vom Einkauf bis zum Arztbesuch der Alltag immer schwieriger wird. Die sich sorgen, dass es zu viel Kriminalität und Gewalt gibt. Die sich fragen, wie wir die Zuwanderung in unser Land ordnen und steuern können.",116,75,4,False
merkel2_c003,merkel2,merkel,de,2017-12-31,new_year_address,,3,11,0.3,"Beides sind Realitäten in unserem Land: der Erfolg und die Zuversicht, aber auch die Ängste und die Zweifel. Für mich ist beides Ansporn.

Denn Sie, liebe Mitbürgerinnen und Mitbürger, haben uns Politikern den Auftrag gegeben, uns um die Herausforderungen der Zukunft zu kümmern und dabei die Bedürfnisse aller Bürgerinnen und Bürger im Auge zu haben. Diesem Auftrag fühle ich mich verpflichtet – auch und gerade bei der Arbeit daran, für Deutschland im neuen Jahr zügig eine stabile Regierung zu bilden.",136,80,5;6,False
merkel2_c004,merkel2,merkel,de,2017-12-31,new_year_address,,4,11,0.4,"Denn die Welt wartet nicht auf uns. Wir müssen jetzt die Voraussetzungen dafür schaffen, dass es Deutschland auch in 10, 15 Jahren gut geht. Und wirklich gut geht es Deutschland, wenn der Erfolg allen Menschen dient und unser Leben verbessert und bereichert.

Dabei kann der Leitgedanke der Sozialen Marktwirtschaft, dass wirtschaftlicher Erfolg und sozialer Zusammenhalt zwei Seiten einer Medaille sind, auch in der Zeit des digitalen Fortschritts unser Kompass sein.",115,70,7;8,False
merkel2_c005,merkel2,merkel,de,2017-12-31,new_year_address,,5,11,0.5,"Das bedeutet zum einen:

bestehende Arbeitsplätze zu sichern wie auch ganz neue Jobs für die Zukunft zu schaffen,
die Unternehmen noch mehr bei Forschung und Entwicklung in innovative Technologien zu unterstützen
den Staat zum digitalen Vorreiter zu machen,
und vor allem uns und unsere Kinder mit bester Bildung und Weiterbildung auf den digitalen Fortschritt vorzubereiten.
Und das heißt zum anderen:",90,60,9;10,False
merkel2_c006,merkel2,merkel,de,2017-12-31,new_year_address,,6,11,0.6,"die Familien in den Mittelpunkt zu stellen, sie finanziell zu entlasten, damit sie Familienleben und Beruf noch besser vereinbaren können,
eine gute und würdevolle Pflege zu ermöglichen, indem wir die Pflegeberufe stärken und die Menschen, die ihre Angehörigen zu Hause pflegen, noch besser unterstützen,
und – nicht zuletzt – für gleichwertige Lebensverhältnisse in allen Regionen unseres Landes zu sorgen – ganz gleich ob in der Stadt oder auf dem Land.
Und wir werden noch mehr in einen starken Staat investieren müssen, der die Regeln unseres Zusammenlebens verteidigt und für Ihre Sicherheit – für unser aller Sicherheit – sorgt.",160,98,11,False
merkel2_c007,merkel2,merkel,de,2017-12-31,new_year_address,,7,11,0.7,"Ich danke deshalb an dieser Stelle ganz besonders den Polizistinnen und Polizisten, die auch heute Abend für uns da sind und zum Beispiel die vielen Silvesterfeiern im Land schützen, wie auch den Soldatinnen und Soldaten, die hierzulande oder in den Auslandseinsätzen ihren Dienst für unser Land tun.

Die Zukunft Deutschlands ist bei all dem untrennbar mit der Zukunft Europas verbunden. 27 Staaten in Europa müssen stärker denn je dazu bewogen werden, als eine Gemeinschaft zusammenzuhalten. Das wird die entscheidende Frage der nächsten Jahre sein.",137,84,12;13,False
merkel2_c008,merkel2,merkel,de,2017-12-31,new_year_address,,8,11,0.8,"Es wird darum gehen, ob wir Europäer in der globalen und digitalen Welt unsere Werte solidarisch und selbstbewusst nach innen wie nach außen vertreten, ob wir so auch für ein wirtschaftlich erfolgreiches und gerechtes Europa arbeiten und konsequent für den Schutz unserer Außengrenzen wie auch die Sicherheit der Bürgerinnen und Bürger eintreten.",85,52,14,False
merkel2_c009,merkel2,merkel,de,2017-12-31,new_year_address,,9,11,0.9,"Deutschland und Frankreich wollen gemeinsam dafür arbeiten, dass das gelingt, und so dazu beitragen, Europa für die Zukunft fit zu machen.

Liebe Mitbürgerinnen und Mitbürger, das Ringen um richtige Antworten gehört zu einer lebendigen Demokratie. Wir sind – im besten Sinne – eine vielstimmige Gesellschaft. Zugleich einen uns die Werte unseres Grundgesetzes: also die Achtung vor der unantastbaren Würde jedes einzelnen Menschen und seiner Freiheitsrechte.",121,65,15;16,False
merkel2_c010,merkel2,merkel,de,2017-12-31,new_year_address,,10,11,1.0,"Dass wir uns wieder stärker bewusst werden, was uns im Innersten zusammenhält, dass wir wieder deutlicher das Gemeinsame in den Vordergrund stellen, dass wir uns bemühen, wieder mehr Achtung vor dem anderen zu haben, und zwar Achtung im umfassenden Sinne – aufmerksam sein, wirklich zuhören, Verständnis aufbringen –, das sind meine Wünsche für das neue Jahr.

Und Ihnen und Ihren Familien wünsche ich Gesundheit, Kraft, Zuversicht und Gottes Segen für das neue Jahr 2018.",131,74,17;18,False
merkel2020_c000,merkel2020,merkel,de,2019-12-31,new_year_address,,0,12,0.0,"Liebe Mitbürgerinnen und Mitbürger,

heute Abend stehen wir nicht nur am Beginn eines neuen Jahres, sondern auch eines neuen Jahrzehnts. Ich bin überzeugt: Wir haben gute Gründe, zuversichtlich zu sein, dass die in wenigen Stunden beginnenden 20er Jahre des 21. Jahrhunderts gute Jahre werden können – wenn wir unsere Stärken nutzen, wenn wir auf das setzen, was uns verbindet, wenn wir uns daran erinnern, was wir in den letzten Jahrzehnten gemeinsam erreicht haben.",125,73,0;1,False
merkel2020_c001,merkel2020,merkel,de,2019-12-31,new_year_address,,1,12,0.091,"Im nächsten Jahr wird Deutschland seit 30 Jahren in Frieden und Freiheit wiedervereint sein. In diesen 30 Jahren haben wir Großartiges geschafft. So hatten zum Beispiel noch nie so viele Menschen Arbeit wie heute. Dennoch bleibt auch im nächsten Jahrzehnt noch mehr zu tun, als wir vor 30 Jahren gedacht haben.

Zugleich erleben wir täglich, wie sehr der digitale Fortschritt unser Leben in allen Bereichen verändert, natürlich auch unser Arbeitsleben. Darauf müssen wir neue Antworten finden. Denn wir wollen, dass alle Menschen Zugang zu der Bildung haben, die sie für diesen Wandel brauchen. Wir wollen, dass sie auch in Zukunft einen guten und sicheren Arbeitsplatz haben – und im Alter eine verlässliche Rente.",171,113,2;3,False
merkel2020_c002,merkel2020,merkel,de,2019-12-31,new_year_address,,2,12,0.182,"Dazu brauchen wir mehr denn je den Mut zu neuem Denken, die Kraft, bekannte Wege zu verlassen, die Bereitschaft, Neues zu wagen, und die Entschlossenheit, schneller zu handeln, in der Überzeugung, dass Ungewohntes gelingen kann – und gelingen muss, wenn es der Generation der heute jungen Menschen und ihren Nachkommen noch möglich sein soll, auf dieser Erde gut leben zu können.",99,61,4,False
merkel2020_c003,merkel2020,merkel,de,2019-12-31,new_year_address,,3,12,0.273,"Die Erwärmung unserer Erde ist real. Sie ist bedrohlich. Sie und die aus der Erderwärmung erwachsenden Krisen sind von Menschen verursacht. Also müssen wir auch alles Menschenmögliche unternehmen, um diese Menschheitsherausforderung zu bewältigen. Noch ist das möglich.

Diese Überzeugung trägt auch das Klimaschutzprogramm, das Bund und Länder vor wenigen Tagen verabschiedet haben. Ich weiß sehr wohl, dass die darin beschlossenen Maßnahmen den einen Angst machen, dass sie sie überfordern könnten, und den anderen noch lange nicht ausreichen.",146,77,5;6,False
merkel2020_c004,merkel2020,merkel,de,2019-12-31,new_year_address,,4,12,0.364,"Und es stimmt ja auch: Ich bin mit meinen 65 Jahren in einem Alter, in dem ich persönlich nicht mehr alle Folgen des Klimawandels erleben werde, die sich einstellen würden, wenn die Politik nicht handelte. Es sind ja unsere Kinder und Enkel, die mit den Folgen dessen leben müssen, was wir heute tun oder unterlassen. Deshalb setze ich all meine Kraft dafür ein, dass Deutschland seinen Beitrag leistet – ökologisch, ökonomisch, sozial – den Klimawandel in den Griff zu bekommen. Das gerade beschlossene Gesetz bietet dazu den – im Wortsinne – notwendigen Rahmen.",145,93,7,False
merkel2020_c005,merkel2020,merkel,de,2019-12-31,new_year_address,,5,12,0.455,"Dabei können wir aufbauen auf dem, was uns schon immer stark gemacht hat: unseren Ideen, unserem Erfindergeist, unserem Fleiß und unserer Hartnäckigkeit, unseren Handwerkern, Ingenieuren und Fachkräften, unseren staatlichen und ehrenamtlichen Strukturen, unserer Art des Zusammenlebens in Familien und Vereinen, der Wertschätzung für diejenigen, die zum Beispiel in der Pflege für andere Menschen und mit anderen Menschen arbeiten.",106,58,8,False
merkel2020_c006,merkel2020,merkel,de,2019-12-31,new_year_address,,6,12,0.545,"Und dabei tragen uns die Werte des Grundgesetzes von Freiheit, Solidarität und der Achtung der Würde jedes einzelnen Menschen sowie die Prinzipien der Sozialen Marktwirtschaft. Sie bleiben unser Kompass auch im nächsten Jahrzehnt. Das heißt, auch im digitalen Zeitalter hat die Technik dem Menschen zu dienen – und nicht umgekehrt. Die Würde des Menschen setzt die Grenzen, denn sie ist unantastbar.",109,61,9,False
merkel2020_c007,merkel2020,merkel,de,2019-12-31,new_year_address,,7,12,0.636,"Das ist der Kern unserer freiheitlichen Demokratie, die jeden Tag mit Leben zu füllen ist. Ich danke den Frauen und Männern, die in unserem Land politische Verantwortung übernehmen, ganz besonders denen in den Kommunen. Sie – wie alle Menschen in unserem Land – vor Hass, Anfeindungen und Gewalt, vor Rassismus und Antisemitismus zu schützen, ist Aufgabe des Staates, eine Aufgabe, der sich die Bundesregierung besonders verpflichtet fühlt.",116,67,10,False
merkel2020_c008,merkel2020,merkel,de,2019-12-31,new_year_address,,8,12,0.727,"Ich danke den vielen, die sich für unser Gemeinwesen einsetzen, haupt- und ehrenamtlich: den Polizisten, Feuerwehrleuten und all denen, die ihren Mitmenschen in schweren Situationen beistehen. Sie alle bilden das Rückgrat unserer Demokratie.

In den vergangenen Jahren habe ich oft gesagt, dass es auch Deutschland auf Dauer nur dann gut geht, wenn es auch Europa gut geht. Denn nur in der Gemeinschaft der Europäischen Union können wir unsere Werte und Interessen behaupten und Frieden, Freiheit und Wohlstand sichern.",138,78,11;12,False
merkel2020_c009,merkel2020,merkel,de,2019-12-31,new_year_address,,9,12,0.818,"Europa muss seine Stimme stärker in der Welt einbringen. Dafür werden wir uns auch während der deutschen EU-Ratspräsidentschaft im kommenden Jahr einsetzen, zum Beispiel durch einen Gipfel aller Mitgliedstaaten mit China und ein Treffen mit den Staaten Afrikas. Die Zusammenarbeit mit Afrika liegt auch in unserem eigenen Interesse. Denn nur wenn Menschen die Chance auf ein friedliches und sicheres Leben haben, werden Flucht und Migration abnehmen. Nur wenn wir Kriege durch politische Lösungen beenden, wird sich nachhaltige Sicherheit einstellen.",128,79,13,False
merkel2020_c010,merkel2020,merkel,de,2019-12-31,new_year_address,,10,12,0.909,"Unsere Sicherheit und unser Wohlstand hängen wesentlich davon ab, dass es auch in unserer Nachbarschaft sicher wird und wirtschaftlich aufwärts geht. Deshalb danke ich heute Abend sowohl unseren Soldatinnen und Soldaten, den Polizistinnen und Polizisten als auch den zivilen Helferinnen und Helfern, die fern der Heimat ihren Dienst tun.",90,49,14,False
merkel2020_c011,merkel2020,merkel,de,2019-12-31,new_year_address,,11,12,1.0,"Ein neues Jahrzehnt liegt vor uns. Die 20er Jahre können gute Jahre werden. Überraschen wir uns einmal mehr damit, was wir können. Veränderungen zum Guten sind möglich, wenn wir uns offen und entschlossen auf Neues einlassen.

In diesem Sinne wünsche ich Ihnen und Ihren Familien ein gesundes, frohes und gesegnetes neues Jahr 2020.",93,53,15;16,False
merkel3_c000,merkel3,merkel,de,2018-12-31,new_year_address,,0,11,0.0,"Liebe Mitbürgerinnen und Mitbürger,

ein Jahr liegt hinter uns, mit Höhen und Tiefen, mit frohen und traurigen Momenten. Jedem von uns wird dazu etwas ganz Persönliches einfallen. Ich denke heute Abend vor allem an das überaus schwierige politische Jahr, das heute zu Ende geht.

Ich weiß, viele von Ihnen haben sehr mit der Bundesregierung gehadert. Erst haben wir lange gebraucht, um überhaupt eine Regierung zu bilden, und als wir sie hatten, da gab es Streit und viel Beschäftigung mit uns selbst.",130,81,0;1;2,False
merkel3_c001,merkel3,merkel,de,2018-12-31,new_year_address,,1,11,0.1,"Es ist mein Verständnis als Bundeskanzlerin, dass unsere Demokratie von der mehrheitlich getragenen Übereinkunft lebt, dass ihre Staatsdiener alles in ihrer Macht Stehende für den inneren Frieden und den Zusammenhalt unseres Landes tun. Dass sie sich immer wieder prüfen, was sie auch ganz persönlich dazu beitragen können.",85,47,3,False
merkel3_c002,merkel3,merkel,de,2018-12-31,new_year_address,,2,11,0.2,"Das habe ich getan. Und zwar auch unabhängig davon, wie unbefriedigend das vergangene Jahr war, weil ganz grundsätzlich 13 Jahre Amtszeit als Bundeskanzlerin dafür allemal Grund genug sind.

So habe ich Ende Oktober einen Neubeginn eingeleitet und gesagt, dass ich nach Ende dieser Legislaturperiode keine politischen Ämter mehr ausüben werde.",90,50,4;5,False
merkel3_c003,merkel3,merkel,de,2018-12-31,new_year_address,,3,11,0.3,"Die Demokratie lebt vom Wechsel, und wir alle stehen in der Zeit. Wir bauen auf dem auf, was unsere Vorgänger uns überlassen haben, und gestalten in der Gegenwart für die, die nach uns kommen.

Dabei leitet mich die Überzeugung: Die Herausforderungen unserer Zeit werden wir nur meistern, wenn wir zusammenhalten und mit anderen über Grenzen hinweg zusammenarbeiten.",92,57,6;7,False
merkel3_c004,merkel3,merkel,de,2018-12-31,new_year_address,,4,11,0.4,"Geradezu sinnbildlich dafür sind für mich die Bilder, die uns unser Astronaut Alexander Gerst in den letzten Monaten von der internationalen Raumstation ISS geschickt hat. Es sind Bilder, die uns immer wieder eine neue Sicht auf unseren Planeten geben: Auf Naturgewalten wie Hurrikans, mit denen wir Menschen leben müssen; auf unsere mitteleuropäischen Landschaften, die in diesem ungewöhnlich trockenen Sommer auch aus dem All ganz braun statt grün aussahen; und immer wieder sind es auch einfach Bilder von der überwältigenden Schönheit unserer Erde.",131,82,8,False
merkel3_c005,merkel3,merkel,de,2018-12-31,new_year_address,,5,11,0.5,"Einerseits diese überwältigende Schönheit. Andererseits wissen wir um die Verletzlichkeit unserer Lebensgrundlagen – und zwar im umfassenden Sinne. Da ist die Schicksalsfrage des Klimawandels, die der Steuerung und Ordnung der Migration, da ist der Kampf gegen den internationalen Terrorismus.

In unserem eigenen Interesse wollen wir alle diese Fragen lösen, und das können wir am besten, wenn wir die Interessen anderer mitbedenken. Das ist die Lehre aus den zwei Weltkriegen des vergangenen Jahrhunderts. Aber diese Überzeugung wird heute nicht mehr von allen geteilt, Gewissheiten der internationalen Zusammenarbeit geraten unter Druck. In einer solchen Situation müssen wir für unsere Überzeugungen wieder stärker einstehen, argumentieren, kämpfen. Und wir müssen im eigenen Interesse mehr Verantwortung übernehmen.",202,112,9;10,False
merkel3_c006,merkel3,merkel,de,2018-12-31,new_year_address,,6,11,0.6,"Deutschland wird ab morgen für zwei Jahre Mitglied im UN-Sicherheitsrat sein und sich dort für globale Lösungen einsetzen. Wir steigern unsere Mittel für humanitäre Hilfe und Entwicklungshilfe, aber auch unsere Verteidigungsausgaben weiter.

Wir setzen uns dafür ein, die Europäische Union robuster und entscheidungsfähiger zu machen. Und mit Großbritannien wollen wir trotz des Austritts aus der Europäischen Union weiter eine enge Partnerschaft bewahren.",113,62,11;12,False
merkel3_c007,merkel3,merkel,de,2018-12-31,new_year_address,,7,11,0.7,"Im Mai können Sie durch Ihre Teilnahme an der Europawahl dazu beitragen, dass die Europäische Union auch in Zukunft ein Projekt von Frieden, Wohlstand und Sicherheit sein wird.

Liebe Mitbürgerinnen und Mitbürger, Wohlstand, Sicherheit und Frieden, dafür müssen wir vor allem aber bei uns zu Hause arbeiten.

Millionen Menschen stellen sich bereitwillig in den Dienst der Gesellschaft. Ich danke an diesem Silvesterabend besonders allen Polizistinnen und Polizisten, Soldatinnen und Soldaten, den vielen Rettungskräften und all denjenigen, die sich in Krankenhäusern und in der Pflege um andere kümmern, genauso wie den Millionen ehrenamtlich Tätigen.",169,93,13;14;15,False
merkel3_c008,merkel3,merkel,de,2018-12-31,new_year_address,,8,11,0.8,"Um Arbeitsplätze, Wohlstand und unsere Lebensgrundlagen zu sichern, geht die Bundesregierung konsequent die nächsten Schritte beim Strukturwandel von traditionellen zu neuen Technologien und setzt ihre Strategie für den digitalen Fortschritt um.

Mit unserer Arbeit für gleichwertige Lebensverhältnisse wollen wir erreichen, dass jede und jeder einen guten Zugang zu Bildung, Wohnraum und Gesundheitsversorgung hat – auf dem Land genauso wie in der Stadt.",108,62,16;17,False
merkel3_c009,merkel3,merkel,de,2018-12-31,new_year_address,,9,11,0.9,"Dabei ringen wir um die besten Lösungen in der Sache. Immer häufiger aber auch um den Stil unseres Miteinanders, um unsere Werte: Offenheit, Toleranz und Respekt. Diese Werte haben unser Land stark gemacht. Für sie müssen wir uns gemeinsam einsetzen – auch wenn es unbequem und anstrengend ist.",81,48,18,False
merkel3_c010,merkel3,merkel,de,2018-12-31,new_year_address,,10,11,1.0,"Da, wo wir an unsere Werte glauben und unsere Ideen mit Tatkraft umsetzen, da kann Neues und Gutes entstehen. Daraus können die Kräfte erwachsen, die wir brauchen, um Schritt für Schritt die Probleme zu lösen und so den Boden für eine friedliche, sichere Zukunft für uns und unsere Kinder zu bereiten. Den Mut dazu wünsche ich uns allen, verbunden mit all meinen guten Wünschen für Sie und Ihre Familien für ein gesundes, frohes und gesegnetes neues Jahr 2019.",131,78,19,False
